#;DATETIME;iDay;OPEN;HIGH;LOW;CLOSE;5-Costf L;6-200DMA
18034;1312909200;756;1.42512;1.42595;1.42155;1.4221;-0.02030096;1.3940408
18033;1312912800;756;1.42207;1.42463;1.42032;1.42412;-0.01254108;1.3940408
18032;1312916400;756;1.42412;1.42558;1.42245;1.42259;-0.01060038;1.3940408
18031;1312920000;756;1.4226;1.42408;1.42112;1.42207;-0.00796726;1.3940408
18030;1312923600;756;1.42208;1.43177;1.41947;1.42106;-0.0095281;1.3940408
18029;1312927200;756;1.42105;1.4346;1.42025;1.43328;0.01691923;1.3940408
18028;1312930800;756;1.43342;1.43759;1.43305;1.43742;0.02392481;1.3940408
18027;1312934400;755;1.43738;1.4397;1.43647;1.43911;0.02538374;1.3942117
18026;1312938000;755;1.43909;1.43933;1.43707;1.43808;0.02511682;1.3942117
18025;1312941600;755;1.43802;1.43808;1.43502;1.43538;0.0143098;1.3942117
18024;1312945200;755;1.4354;1.43753;1.4335;1.43563;0.01417496;1.3942117
18023;1312948800;755;1.43562;1.43662;1.43367;1.43412;0.01372967;1.3942117
18022;1312952400;755;1.43413;1.43576;1.43374;1.43523;0.02066568;1.3942117
18021;1312956000;755;1.43524;1.43615;1.43436;1.43486;0.01743027;1.3942117
18020;1312959600;755;1.43487;1.43515;1.4331;1.43454;0.0142903;1.3942117
18019;1312963200;755;1.43456;1.43598;1.43313;1.43343;0.00886684;1.3942117
18018;1312966800;755;1.43344;1.43563;1.43099;1.43491;0.0143563;1.3942117
18017;1312970400;755;1.4349;1.4384;1.4338;1.43799;0.02040348;1.3942117
18016;1312974000;755;1.438;1.43827;1.43438;1.43636;0.01678549;1.3942117
18015;1312977600;755;1.43637;1.44004;1.43637;1.4383;0.01988459;1.3942117
18014;1312981200;755;1.4383;1.43918;1.4363;1.43811;0.01697367;1.3942117
18013;1312984800;755;1.43818;1.43866;1.43409;1.43538;0.01158578;1.3942117
18012;1312988400;755;1.43536;1.43696;1.42679;1.42681;-0.00721189;1.3942117
18011;1312992000;755;1.42679;1.42793;1.41896;1.41976;-0.01774948;1.3942117
18010;1312995600;755;1.4198;1.42125;1.41626;1.41808;-0.02394082;1.3942117
18009;1312999200;755;1.41806;1.42025;1.41613;1.41892;-0.01606856;1.3942117
18008;1313002800;755;1.41892;1.42047;1.41683;1.41872;-0.01785412;1.3942117
18007;1313006400;755;1.41876;1.42092;1.41667;1.42068;-0.01762536;1.3942117
18006;1313010000;755;1.42068;1.42375;1.41929;1.41939;-0.02553209;1.3942117
18005;1313013600;755;1.41933;1.42125;1.41762;1.41803;-0.02587392;1.3942117
18004;1313017200;755;1.41805;1.41945;1.41755;1.41765;-0.02646634;1.3942117
18003;1313020800;754;1.41764;1.41783;1.41609;1.4161;-0.02834546;1.3942338
18002;1313024400;754;1.41614;1.41614;1.41221;1.41223;-0.03818075;1.3942338
18001;1313028000;754;1.41222;1.41489;1.41222;1.41369;-0.0422865;1.3942338
18000;1313031600;754;1.41371;1.41806;1.41371;1.4175;-0.03895591;1.3942338
17999;1313035200;754;1.41751;1.42204;1.41623;1.42172;-0.03599162;1.3942338
17998;1313038800;754;1.42173;1.42411;1.42064;1.42169;-0.03405806;1.3942338
17997;1313042400;754;1.42168;1.42343;1.42062;1.42151;-0.03399202;1.3942338
17996;1313046000;754;1.42153;1.4223;1.42054;1.42174;-0.02952017;1.3942338
17995;1313049600;754;1.42173;1.4248;1.42168;1.42228;-0.02401777;1.3942338
17994;1313053200;754;1.42231;1.42706;1.42177;1.42551;-0.01950881;1.3942338
17993;1313056800;754;1.42551;1.42732;1.42225;1.42496;-0.02129884;1.3942338
17992;1313060400;754;1.42496;1.42749;1.42368;1.42503;-0.02119254;1.3942338
17991;1313064000;754;1.42503;1.42578;1.41751;1.41751;-0.03770697;1.3942338
17990;1313067600;754;1.41747;1.42142;1.41575;1.42088;-0.03121305;1.3942338
17989;1313071200;754;1.42087;1.42132;1.41298;1.41494;-0.04453899;1.3942338
17988;1313074800;754;1.41479;1.4171;1.41024;1.41553;-0.04512797;1.3942338
17987;1313078400;754;1.4155;1.42414;1.41533;1.41979;-0.03601237;1.3942338
17986;1313082000;754;1.41979;1.42686;1.41793;1.42667;-0.02060743;1.3942338
17985;1313085600;754;1.42668;1.42937;1.422;1.42257;-0.03201248;1.3942338
17984;1313089200;754;1.42257;1.42394;1.42048;1.42126;-0.033998;1.3942338
17983;1313092800;754;1.42141;1.42183;1.41805;1.42098;-0.0314642;1.3942338
17982;1313096400;754;1.42099;1.42349;1.42016;1.42128;-0.02528003;1.3942338
17981;1313100000;754;1.42128;1.42484;1.42098;1.42287;-0.02490038;1.3942338
17980;1313103600;754;1.42281;1.42415;1.42141;1.42384;-0.02172295;1.3942338
17979;1313107200;753;1.4237;1.42568;1.42332;1.42375;-0.02230729;1.3942447
17978;1313110800;753;1.42367;1.42382;1.42201;1.42238;-0.02538;1.3942447
17977;1313114400;753;1.4224;1.42273;1.42088;1.42142;-0.02591071;1.3942447
17976;1313118000;753;1.42141;1.42158;1.41869;1.41962;-0.03283977;1.3942447
17975;1313121600;753;1.41966;1.41985;1.4177;1.41881;-0.03916663;1.3942447
17974;1313125200;753;1.41881;1.42081;1.4187;1.42032;-0.03592148;1.3942447
17973;1313128800;753;1.42036;1.42059;1.41788;1.41826;-0.04152976;1.3942447
17972;1313132400;753;1.41825;1.41925;1.41722;1.41874;-0.04156505;1.3942447
17971;1313136000;753;1.41877;1.42004;1.41831;1.41958;-0.04263937;1.3942447
17970;1313139600;753;1.41957;1.42186;1.41788;1.42143;-0.03352258;1.3942447
17969;1313143200;753;1.42139;1.42139;1.4149;1.42009;-0.0348499;1.3942447
17968;1313146800;753;1.42012;1.42414;1.4196;1.42242;-0.03092617;1.3942447
17967;1313150400;753;1.42239;1.42613;1.42176;1.42342;-0.02949937;1.3942447
17966;1313154000;753;1.42343;1.42473;1.42222;1.42341;-0.02874084;1.3942447
17965;1313157600;753;1.42343;1.42738;1.42297;1.42667;-0.02154668;1.3942447
17964;1313161200;753;1.42666;1.4291;1.42414;1.42802;-0.01878825;1.3942447
17963;1313164800;753;1.42802;1.42877;1.42437;1.42614;-0.02035565;1.3942447
17962;1313168400;753;1.42614;1.42652;1.42106;1.42141;-0.03183459;1.3942447
17961;1313172000;753;1.42144;1.42531;1.42137;1.42391;-0.02756494;1.3942447
17960;1313175600;753;1.42393;1.42482;1.42245;1.42351;-0.03325583;1.3942447
17959;1313179200;753;1.42352;1.42464;1.4234;1.42462;-0.03511112;1.3942447
17958;1313182800;753;1.42463;1.42512;1.42283;1.42443;-0.03410487;1.3942447
17957;1313186400;753;1.42444;1.42576;1.42399;1.42491;-0.03512503;1.3942447
17956;1313190000;753;1.42497;1.42576;1.42438;1.42453;-0.03569598;1.3942447
17955;1313366400;752;1.42666;1.4268;1.42508;1.42651;-0.03362752;1.394352
17954;1313370000;752;1.4265;1.42733;1.42623;1.42719;-0.03553837;1.394352
17953;1313373600;752;1.42717;1.42833;1.42691;1.42828;-0.03744364;1.394352
17952;1313377200;752;1.42828;1.43095;1.42817;1.42994;-0.03246989;1.394352
17951;1313380800;752;1.42993;1.43168;1.42991;1.43127;-0.03014106;1.394352
17950;1313384400;752;1.43125;1.43172;1.43096;1.43139;-0.02705063;1.394352
17949;1313388000;752;1.43137;1.43143;1.4282;1.42895;-0.03123272;1.394352
17948;1313391600;752;1.42896;1.42963;1.42885;1.42958;-0.0286168;1.394352
17947;1313395200;752;1.42959;1.43056;1.42913;1.43005;-0.02780322;1.394352
17946;1313398800;752;1.43007;1.43289;1.42838;1.42951;-0.02409917;1.394352
17945;1313402400;752;1.42955;1.43128;1.42829;1.43079;-0.02216258;1.394352
17944;1313406000;752;1.43083;1.43216;1.42965;1.43211;-0.017764;1.394352
17943;1313409600;752;1.43209;1.43231;1.42907;1.42981;-0.02155531;1.394352
17942;1313413200;752;1.42975;1.42995;1.42627;1.4294;-0.02107178;1.394352
17941;1313416800;752;1.42939;1.4315;1.4284;1.4315;-0.01843521;1.394352
17940;1313420400;752;1.43151;1.43788;1.43081;1.43689;-0.00424528;1.394352
17939;1313424000;752;1.43689;1.44386;1.43683;1.44377;0.0108189;1.394352
17938;1313427600;752;1.4438;1.44766;1.44327;1.4444;0.01422044;1.394352
17937;1313431200;752;1.44439;1.44587;1.44348;1.44506;0.01334201;1.394352
17936;1313434800;752;1.44502;1.44588;1.44319;1.44331;0.00864679;1.394352
17935;1313438400;752;1.44331;1.44455;1.44329;1.44385;0.00789556;1.394352
17934;1313442000;752;1.44388;1.44505;1.44352;1.44491;0.01031206;1.394352
17933;1313445600;752;1.44494;1.44525;1.44339;1.44406;0.00610778;1.394352
17932;1313449200;752;1.44407;1.44477;1.44369;1.44429;0.00639068;1.394352
17931;1313452800;751;1.44433;1.44554;1.44402;1.44482;0.00770338;1.39461405
17930;1313456400;751;1.44482;1.44483;1.44315;1.44318;0.00659654;1.39461405
17929;1313460000;751;1.44317;1.44425;1.44316;1.44371;0.00719674;1.39461405
17928;1313463600;751;1.44369;1.44405;1.44215;1.44404;0.00739592;1.39461405
17927;1313467200;751;1.44405;1.44455;1.44261;1.44363;0.00956616;1.39461405
17926;1313470800;751;1.44363;1.44407;1.4427;1.44276;0.009364;1.39461405
17925;1313474400;751;1.44276;1.44353;1.44228;1.44279;0.01223324;1.39461405
17924;1313478000;751;1.44281;1.44315;1.44218;1.44239;0.01212571;1.39461405
17923;1313481600;751;1.44241;1.44249;1.4402;1.4408;0.0078151;1.39461405
17922;1313485200;751;1.44079;1.44079;1.4373;1.4389;0.00653972;1.39461405
17921;1313488800;751;1.43888;1.44058;1.43647;1.43959;0.00017366;1.39461405
17920;1313492400;751;1.43959;1.44005;1.43661;1.43778;-0.00546676;1.39461405
17919;1313496000;751;1.43782;1.44043;1.43742;1.43817;-0.00492988;1.39461405
17918;1313499600;751;1.43815;1.43909;1.43576;1.43611;-0.00657331;1.39461405
17917;1313503200;751;1.43612;1.43768;1.43532;1.43656;-0.00585426;1.39461405
