#;DATETIME;iDay;OPEN;HIGH;LOW;CLOSE;5-Costf L;6-200DMA
7133;1368158400;300;1.3029;1.30448;1.30281;1.30398;0.0179834;1.2978425
7132;1368162000;300;1.30395;1.3046;1.30358;1.30401;0.01873452;1.2978425
7131;1368165600;300;1.30405;1.3044;1.30391;1.30416;0.01977518;1.2978425
7130;1368169200;300;1.30421;1.30467;1.30385;1.3039;0.02041568;1.2978425
7129;1368172800;300;1.3039;1.30507;1.30389;1.30431;0.0208386;1.2978425
7128;1368176400;300;1.30428;1.30489;1.30204;1.30336;0.02402253;1.2978425
7127;1368180000;300;1.30337;1.30376;1.30049;1.30356;0.02599036;1.2978425
7126;1368183600;300;1.30352;1.30397;1.29909;1.30004;0.0185302;1.2978425
7125;1368187200;300;1.30012;1.30192;1.29982;1.30061;0.018845;1.2978425
7124;1368190800;300;1.30062;1.3016;1.29936;1.29987;0.01799411;1.2978425
7123;1368194400;300;1.29985;1.3009;1.29781;1.29838;0.01528058;1.2978425
7122;1368198000;300;1.29847;1.30158;1.29785;1.30154;0.02124406;1.2978425
7121;1368201600;300;1.30151;1.30154;1.29873;1.2999;0.01900915;1.2978425
7120;1368205200;300;1.2999;1.29994;1.29572;1.29715;0.01193385;1.2978425
7119;1368208800;300;1.29716;1.2975;1.29354;1.29541;0.00751114;1.2978425
7118;1368212400;300;1.29542;1.29752;1.29529;1.2974;0.01371975;1.2978425
7117;1368216000;300;1.29737;1.29841;1.29698;1.29769;0.01391704;1.2978425
7116;1368219600;300;1.29769;1.29937;1.29763;1.29829;0.01699158;1.2978425
7115;1368223200;300;1.29822;1.29852;1.2975;1.29848;0.01696599;1.2978425
7114;1368226800;300;1.29845;1.29928;1.298;1.29895;0.01853805;1.2978425
7113;1368403200;299;1.29681;1.29774;1.29671;1.29761;0.01803315;1.2982247
7112;1368406800;299;1.29765;1.29773;1.29634;1.29674;0.01855422;1.2982247
7111;1368410400;299;1.29674;1.29718;1.29596;1.2967;0.01618724;1.2982247
7110;1368414000;299;1.29671;1.29757;1.29634;1.2965;0.01188585;1.2982247
7109;1368417600;299;1.29648;1.29737;1.29619;1.29694;0.01368606;1.2982247
7108;1368421200;299;1.29694;1.29772;1.29685;1.29732;0.01479203;1.2982247
7107;1368424800;299;1.29732;1.29744;1.29637;1.29668;0.01277879;1.2982247
7106;1368428400;299;1.2967;1.29745;1.2964;1.29742;0.01111437;1.2982247
7105;1368432000;299;1.29744;1.29877;1.29724;1.29843;0.01260753;1.2982247
7104;1368435600;299;1.2984;1.29895;1.29732;1.29854;0.01258336;1.2982247
7103;1368439200;299;1.29853;1.29916;1.29524;1.29623;0.00489882;1.2982247
7102;1368442800;299;1.29623;1.2974;1.29551;1.29703;0.00612168;1.2982247
7101;1368446400;299;1.29702;1.29811;1.29628;1.29759;0.00820752;1.2982247
7100;1368450000;299;1.29756;1.29866;1.29744;1.29835;0.01081373;1.2982247
7099;1368453600;299;1.29841;1.29957;1.29777;1.29878;0.01094104;1.2982247
7098;1368457200;299;1.29875;1.29908;1.29415;1.29805;0.00978391;1.2982247
7097;1368460800;299;1.29804;1.29948;1.29687;1.29873;0.01319751;1.2982247
7096;1368464400;299;1.29872;1.29996;1.29768;1.29844;0.01450202;1.2982247
7095;1368468000;299;1.29844;1.29941;1.29649;1.29804;0.01432159;1.2982247
7094;1368471600;299;1.29805;1.29843;1.29644;1.29757;0.01280085;1.2982247
7093;1368475200;299;1.29758;1.2984;1.29684;1.29735;0.01301885;1.2982247
7092;1368478800;299;1.29735;1.29761;1.2968;1.29706;0.01140271;1.2982247
7091;1368482400;299;1.29704;1.29786;1.2967;1.29692;0.01220584;1.2982247
7090;1368486000;299;1.29694;1.29774;1.29676;1.29739;0.01398963;1.2982247
7089;1368489600;298;1.29727;1.29831;1.2969;1.29817;0.01532157;1.2986213
7088;1368493200;298;1.29819;1.29824;1.29767;1.29798;0.01547019;1.2986213
7087;1368496800;298;1.29797;1.29895;1.29766;1.29868;0.01686328;1.2986213
7086;1368500400;298;1.29865;1.30261;1.29815;1.30197;0.02032305;1.2986213
7085;1368504000;298;1.30206;1.30256;1.30138;1.30153;0.01943866;1.2986213
7084;1368507600;298;1.30151;1.30192;1.30134;1.30154;0.01835518;1.2986213
7083;1368511200;298;1.30154;1.30156;1.30055;1.30074;0.01766687;1.2986213
7082;1368514800;298;1.30074;1.30156;1.30072;1.30125;0.0205879;1.2986213
7081;1368518400;298;1.30123;1.30185;1.29977;1.30065;0.01828317;1.2986213
7080;1368522000;298;1.30064;1.30079;1.2998;1.30051;0.01926936;1.2986213
7079;1368525600;298;1.3005;1.3016;1.29867;1.30004;0.02083782;1.2986213
7078;1368529200;298;1.30008;1.30099;1.29908;1.3002;0.02075065;1.2986213
7077;1368532800;298;1.30022;1.30291;1.29835;1.29865;0.0176183;1.2986213
7076;1368536400;298;1.29863;1.29864;1.2949;1.29609;0.01252999;1.2986213
7075;1368540000;298;1.29611;1.29688;1.29469;1.29633;0.0128131;1.2986213
7074;1368543600;298;1.29632;1.29777;1.29503;1.29723;0.01557935;1.2986213
7073;1368547200;298;1.29726;1.29848;1.29613;1.29726;0.01777593;1.2986213
7072;1368550800;298;1.29735;1.2981;1.29619;1.29782;0.0215207;1.2986213
7071;1368554400;298;1.29783;1.29944;1.29652;1.29686;0.01958577;1.2986213
7070;1368558000;298;1.29687;1.2981;1.29492;1.29533;0.0154478;1.2986213
7069;1368561600;298;1.29532;1.29568;1.29316;1.29427;0.01383792;1.2986213
7068;1368565200;298;1.29428;1.29451;1.2935;1.29361;0.01212885;1.2986213
7067;1368568800;298;1.29361;1.29462;1.29358;1.29361;0.01196651;1.2986213
7066;1368572400;298;1.29361;1.29403;1.29122;1.29197;0.00868441;1.2986213
7065;1368576000;297;1.2926;1.29348;1.2925;1.29316;0.00838257;1.29888845
7064;1368579600;297;1.29313;1.29384;1.2931;1.29339;0.01044542;1.29888845
7063;1368583200;297;1.29339;1.29403;1.29304;1.29362;0.00922218;1.29888845
7062;1368586800;297;1.29364;1.2941;1.29323;1.2941;0.01311336;1.29888845
7061;1368590400;297;1.29408;1.29412;1.29208;1.29216;0.00886113;1.29888845
7060;1368594000;297;1.2922;1.29282;1.29212;1.29279;0.01107682;1.29888845
7059;1368597600;297;1.2928;1.29372;1.29257;1.29351;0.01269414;1.29888845
7058;1368601200;297;1.29351;1.29376;1.29311;1.29357;0.01246164;1.29888845
7057;1368604800;297;1.29356;1.29425;1.29252;1.29278;0.01051996;1.29888845
7056;1368608400;297;1.29277;1.29277;1.28965;1.28987;0.00446557;1.29888845
7055;1368612000;297;1.28985;1.29109;1.28879;1.29056;0.00654755;1.29888845
7054;1368615600;297;1.29058;1.29167;1.28947;1.29009;0.0049764;1.29888845
7053;1368619200;297;1.29008;1.29066;1.28795;1.28822;0.00072193;1.29888845
7052;1368622800;297;1.28818;1.28871;1.2852;1.2856;-0.00490821;1.29888845
7051;1368626400;297;1.28561;1.28678;1.28492;1.28575;-0.00409878;1.29888845
7050;1368630000;297;1.28574;1.28896;1.2843;1.28734;0.00092439;1.29888845
7049;1368633600;297;1.28733;1.28865;1.28574;1.28685;-0.00249446;1.29888845
7048;1368637200;297;1.28686;1.28756;1.28509;1.28607;-0.00384116;1.29888845
7047;1368640800;297;1.28605;1.28731;1.28477;1.28578;-0.00647078;1.29888845
7046;1368644400;297;1.28587;1.28619;1.2847;1.2861;-0.00400435;1.29888845
7045;1368648000;297;1.28604;1.2877;1.28553;1.28721;-0.00225293;1.29888845
7044;1368651600;297;1.28722;1.28788;1.28688;1.28756;-0.00275715;1.29888845
7043;1368655200;297;1.28757;1.28836;1.28708;1.28784;-0.00336998;1.29888845
7042;1368658800;297;1.28784;1.2888;1.28745;1.28856;-0.00217297;1.29888845
7041;1368662400;296;1.28856;1.28863;1.28764;1.28802;-0.00429341;1.29913055
7040;1368666000;296;1.28805;1.28814;1.28733;1.28733;-0.00406267;1.29913055
7039;1368669600;296;1.28731;1.28872;1.28731;1.28823;0.00038037;1.29913055
7038;1368673200;296;1.28825;1.28889;1.2872;1.28795;-0.00020187;1.29913055
7037;1368676800;296;1.28797;1.28825;1.28711;1.28719;-0.00344161;1.29913055
7036;1368680400;296;1.2872;1.28772;1.28706;1.28723;-0.00440481;1.29913055
7035;1368684000;296;1.28724;1.2874;1.28665;1.28694;-0.00557913;1.29913055
7034;1368687600;296;1.28694;1.28754;1.28664;1.2873;-0.00513478;1.29913055
7033;1368691200;296;1.2873;1.28801;1.28635;1.28653;-0.00484248;1.29913055
7032;1368694800;296;1.28655;1.28722;1.28566;1.28685;-0.00066053;1.29913055
7031;1368698400;296;1.28685;1.28706;1.28557;1.28602;-0.00283044;1.29913055
7030;1368702000;296;1.28605;1.28636;1.28464;1.28604;-0.00232497;1.29913055
7029;1368705600;296;1.28603;1.28825;1.28594;1.2872;0.00068365;1.29913055
7028;1368709200;296;1.28719;1.28779;1.28614;1.28655;-0.00305468;1.29913055
7027;1368712800;296;1.28658;1.28855;1.28622;1.28804;0.00111021;1.29913055
7026;1368716400;296;1.28803;1.29194;1.28774;1.28961;0.00802568;1.29913055
7025;1368720000;296;1.28961;1.29083;1.28854;1.29009;0.00671271;1.29913055
7024;1368723600;296;1.29007;1.2927;1.29004;1.29158;0.01126527;1.29913055
7023;1368727200;296;1.29157;1.29297;1.28839;1.28973;0.00691618;1.29913055
7022;1368730800;296;1.28975;1.28993;1.28844;1.28974;0.00969188;1.29913055
7021;1368734400;296;1.28973;1.29106;1.28952;1.29063;0.01163773;1.29913055
7020;1368738000;296;1.29062;1.29082;1.29012;1.29074;0.0122023;1.29913055
7019;1368741600;296;1.29074;1.29126;1.28685;1.28765;0.00609638;1.29913055
7018;1368745200;296;1.28767;1.28898;1.28767;1.28812;0.00731298;1.29913055
7017;1368748800;295;1.28797;1.28888;1.28781;1.28831;0.00765344;1.29937195
7016;1368752400;295;1.28835;1.28895;1.28804;1.2889;0.00914733;1.29937195
7015;1368756000;295;1.28891;1.28897;1.28821;1.28829;0.00763027;1.29937195
7014;1368759600;295;1.2883;1.28875;1.28784;1.28813;0.00378844;1.29937195
7013;1368763200;295;1.28813;1.28839;1.2867;1.28696;0.00100236;1.29937195
7012;1368766800;295;1.28694;1.28694;1.28562;1.28613;-0.00391096;1.29937195
7011;1368770400;295;1.28613;1.28629;1.2858;1.28585;-0.00825135;1.29937195
7010;1368774000;295;1.28585;1.28655;1.28551;1.28643;-0.00663075;1.29937195
7009;1368777600;295;1.28643;1.28687;1.286;1.28603;-0.00769033;1.29937195
7008;1368781200;295;1.28604;1.28678;1.28504;1.28636;-0.00860568;1.29937195
7007;1368784800;295;1.28639;1.28825;1.28537;1.28742;-0.00534402;1.29937195
7006;1368788400;295;1.28743;1.28811;1.28585;1.28628;-0.00732344;1.29937195
7005;1368792000;295;1.28628;1.28861;1.28625;1.28824;-0.00246072;1.29937195
7004;1368795600;295;1.28827;1.28891;1.28585;1.2859;-0.00933976;1.29937195
7003;1368799200;295;1.28588;1.28804;1.28561;1.28707;-0.00871747;1.29937195
7002;1368802800;295;1.28706;1.28754;1.28169;1.28259;-0.0202247;1.29937195
7001;1368806400;295;1.28257;1.28296;1.27965;1.28251;-0.01978932;1.29937195
7000;1368810000;295;1.28248;1.28388;1.28066;1.28222;-0.02015255;1.29937195
6999;1368813600;295;1.28224;1.28332;1.28035;1.28175;-0.02157987;1.29937195
6998;1368817200;295;1.28182;1.28307;1.28141;1.28273;-0.01751733;1.29937195
6997;1368820800;295;1.28273;1.28385;1.28233;1.28345;-0.01665043;1.29937195
6996;1368824400;295;1.28343;1.28373;1.28262;1.28283;-0.01904383;1.29937195
6995;1368828000;295;1.28281;1.28344;1.28263;1.28276;-0.02169541;1.29937195
6994;1368831600;295;1.28271;1.28377;1.28242;1.28368;-0.02045681;1.29937195
6993;1369008000;294;1.28401;1.2847;1.28359;1.28441;-0.01976005;1.29960775
6992;1369011600;294;1.28448;1.28474;1.28281;1.2829;-0.02292462;1.29960775
6991;1369015200;294;1.28292;1.28469;1.28276;1.28308;-0.0226798;1.29960775
6990;1369018800;294;1.28306;1.28344;1.28194;1.28194;-0.02487636;1.29960775
6989;1369022400;294;1.28196;1.28328;1.28196;1.28326;-0.02549756;1.29960775
6988;1369026000;294;1.28326;1.28364;1.28299;1.28353;-0.0197658;1.29960775
6987;1369029600;294;1.28356;1.28455;1.2833;1.28423;-0.01416413;1.29960775
6986;1369033200;294;1.28423;1.28515;1.2837;1.28411;-0.01545818;1.29960775
6985;1369036800;294;1.28413;1.28529;1.28402;1.28412;-0.01922718;1.29960775
6984;1369040400;294;1.28411;1.28496;1.28364;1.28463;-0.01923511;1.29960775
6983;1369044000;294;1.28463;1.28664;1.28435;1.28641;-0.01484752;1.29960775
6982;1369047600;294;1.28642;1.28783;1.28619;1.28714;-0.01378249;1.29960775
6981;1369051200;294;1.28716;1.28725;1.28582;1.28648;-0.01570176;1.29960775
6980;1369054800;294;1.28648;1.28664;1.28479;1.28624;-0.01464734;1.29960775
6979;1369058400;294;1.28625;1.28679;1.28554;1.28623;-0.01348126;1.29960775
6978;1369062000;294;1.28624;1.28689;1.28443;1.28509;-0.01507287;1.29960775
6977;1369065600;294;1.28508;1.28547;1.28423;1.28482;-0.01570648;1.29960775
6976;1369069200;294;1.28482;1.28646;1.28452;1.28553;-0.01461654;1.29960775
6975;1369072800;294;1.28547;1.28705;1.28547;1.28644;-0.01224309;1.29960775
6974;1369076400;294;1.2864;1.28788;1.28625;1.28734;-0.01065764;1.29960775
6973;1369080000;294;1.28747;1.28831;1.28634;1.28762;-0.00886131;1.29960775
6972;1369083600;294;1.28762;1.28975;1.28757;1.28971;-0.00387684;1.29960775
6971;1369087200;294;1.2897;1.29009;1.28861;1.28889;-0.01115689;1.29960775
6970;1369090800;294;1.2889;1.28895;1.28807;1.28818;-0.01511435;1.29960775
6969;1369094400;293;1.28816;1.28865;1.28813;1.28829;-0.0127611;1.29989525
6968;1369098000;293;1.28838;1.29035;1.28833;1.28974;-0.01046723;1.29989525
6967;1369101600;293;1.28975;1.28975;1.28832;1.28904;-0.01223391;1.29989525
6966;1369105200;293;1.28902;1.28915;1.28665;1.28677;-0.01687947;1.29989525
6965;1369108800;293;1.28676;1.28838;1.28619;1.28816;-0.0111865;1.29989525
6964;1369112400;293;1.28816;1.2892;1.28784;1.28887;-0.0110562;1.29989525
6963;1369116000;293;1.28888;1.2895;1.28873;1.28875;-0.01414549;1.29989525
6962;1369119600;293;1.28876;1.28903;1.28803;1.28876;-0.01446352;1.29989525
6961;1369123200;293;1.28876;1.28945;1.28841;1.28898;-0.0127853;1.29989525
6960;1369126800;293;1.28899;1.29014;1.2881;1.28824;-0.0130721;1.29989525
6959;1369130400;293;1.28825;1.28954;1.28743;1.2878;-0.01648548;1.29989525
6958;1369134000;293;1.28781;1.28859;1.28541;1.2871;-0.01598943;1.29989525
6957;1369137600;293;1.28707;1.28874;1.28647;1.28683;-0.01590731;1.29989525
6956;1369141200;293;1.28683;1.28718;1.28539;1.28654;-0.01809505;1.29989525
6955;1369144800;293;1.28654;1.28657;1.28413;1.28606;-0.02107989;1.29989525
6954;1369148400;293;1.28619;1.28761;1.28593;1.28684;-0.01855709;1.29989525
6953;1369152000;293;1.28684;1.28726;1.28577;1.28601;-0.02027978;1.29989525
6952;1369155600;293;1.28599;1.28742;1.28443;1.28722;-0.01727754;1.29989525
6951;1369159200;293;1.28722;1.29178;1.28659;1.29101;-0.00896972;1.29989525
6950;1369162800;293;1.29098;1.29201;1.29012;1.29136;-0.00947838;1.29989525
6949;1369166400;293;1.29136;1.29334;1.28991;1.28992;-0.01384582;1.29989525
6948;1369170000;293;1.28994;1.29046;1.28969;1.29006;-0.00922438;1.29989525
6947;1369173600;293;1.29004;1.29128;1.28999;1.29058;-0.0067644;1.29989525
6946;1369177200;293;1.29059;1.29103;1.29034;1.29058;-0.01087883;1.29989525
6945;1369180800;292;1.29059;1.2908;1.29046;1.29059;-0.00877118;1.3002043
6944;1369184400;292;1.29059;1.29238;1.29056;1.29165;-0.00574459;1.3002043
6943;1369188000;292;1.29164;1.29232;1.29123;1.29197;-0.00648622;1.3002043
6942;1369191600;292;1.29196;1.29387;1.29191;1.29263;-0.00228991;1.3002043
6941;1369195200;292;1.29264;1.29268;1.29183;1.29248;-0.00434823;1.3002043
6940;1369198800;292;1.29245;1.29261;1.29211;1.29241;-0.00150881;1.3002043
6939;1369202400;292;1.29242;1.29295;1.29179;1.29203;0.00008514;1.3002043
6938;1369206000;292;1.292;1.29225;1.29142;1.29144;-0.00014712;1.3002043
6937;1369209600;292;1.29143;1.29185;1.29071;1.29094;0.00084435;1.3002043
6936;1369213200;292;1.29094;1.29166;1.29033;1.29166;-0.00436647;1.3002043
6935;1369216800;292;1.29163;1.29444;1.29163;1.29343;-0.00594543;1.3002043
6934;1369220400;292;1.29343;1.2938;1.29256;1.29337;-0.00509522;1.3002043
6933;1369224000;292;1.29338;1.29405;1.29242;1.29362;-0.0043444;1.3002043
6932;1369227600;292;1.29358;1.29556;1.29276;1.29304;-0.00432315;1.3002043
6931;1369231200;292;1.29303;1.29384;1.29243;1.29313;-0.00596228;1.3002043
6930;1369234800;292;1.29314;1.29336;1.29153;1.29325;-0.00716026;1.3002043
6929;1369238400;292;1.29328;1.29587;1.29308;1.29454;-0.00263414;1.3002043
6928;1369242000;292;1.29456;1.2998;1.28756;1.28784;-0.01942788;1.3002043
6927;1369245600;292;1.28785;1.28978;1.28631;1.28651;-0.0222851;1.3002043
6926;1369249200;292;1.28646;1.2869;1.28432;1.28664;-0.02345644;1.3002043
6925;1369252800;292;1.28675;1.28745;1.28437;1.28573;-0.02544858;1.3002043
6924;1369256400;292;1.28562;1.28715;1.28336;1.28429;-0.02866175;1.3002043
6923;1369260000;292;1.28428;1.28562;1.28384;1.28545;-0.02891594;1.3002043
6922;1369263600;292;1.28543;1.28606;1.28516;1.28584;-0.02810614;1.3002043
6921;1369267200;291;1.28574;1.2859;1.2851;1.28524;-0.03025894;1.30046725
6920;1369270800;291;1.28528;1.28561;1.28456;1.28483;-0.03084455;1.30046725
6919;1369274400;291;1.28482;1.2849;1.28362;1.28421;-0.03264264;1.30046725
6918;1369278000;291;1.28422;1.28442;1.28274;1.28278;-0.03557898;1.30046725
6917;1369281600;291;1.28278;1.28417;1.28243;1.2835;-0.03459291;1.30046725
6916;1369285200;291;1.2835;1.2848;1.2835;1.2845;-0.03286104;1.30046725
6915;1369288800;291;1.2845;1.28557;1.28395;1.28481;-0.0307672;1.30046725
6914;1369292400;291;1.2848;1.28548;1.28446;1.28511;-0.02813767;1.30046725
6913;1369296000;291;1.28511;1.28536;1.28367;1.28386;-0.0304784;1.30046725
6912;1369299600;291;1.28386;1.28496;1.28214;1.2835;-0.0324737;1.30046725
6911;1369303200;291;1.28351;1.28784;1.28351;1.28644;-0.02610304;1.30046725
6910;1369306800;291;1.28644;1.29043;1.28622;1.28936;-0.0189629;1.30046725
6909;1369310400;291;1.28936;1.28978;1.28776;1.28805;-0.02269322;1.30046725
6908;1369314000;291;1.28802;1.29034;1.2876;1.28872;-0.02231672;1.30046725
6907;1369317600;291;1.28871;1.2891;1.28767;1.28901;-0.02087649;1.30046725
6906;1369321200;291;1.28903;1.29161;1.28822;1.28977;-0.02034471;1.30046725
6905;1369324800;291;1.28977;1.29212;1.28971;1.29018;-0.0185943;1.30046725
6904;1369328400;291;1.29042;1.29166;1.28964;1.29018;-0.01788123;1.30046725
6903;1369332000;291;1.29018;1.29568;1.29002;1.29376;-0.01042697;1.30046725
6902;1369335600;291;1.29378;1.29508;1.29327;1.29334;-0.00895356;1.30046725
6901;1369339200;291;1.29328;1.29402;1.29314;1.29345;-0.01149639;1.30046725
6900;1369342800;291;1.29341;1.29471;1.29306;1.29317;-0.00935685;1.30046725
6899;1369346400;291;1.29318;1.29411;1.29295;1.29386;-0.00738874;1.30046725
6898;1369350000;291;1.29386;1.29392;1.29309;1.2933;-0.00922446;1.30046725
6897;1369353600;290;1.29325;1.29369;1.29294;1.29321;-0.01077938;1.3007726
6896;1369357200;290;1.2932;1.29352;1.29299;1.29317;-0.01098077;1.3007726
6895;1369360800;290;1.29316;1.29324;1.29219;1.29226;-0.01382075;1.3007726
6894;1369364400;290;1.29229;1.29253;1.29045;1.29157;-0.01378168;1.3007726
6893;1369368000;290;1.29161;1.29195;1.29105;1.29137;-0.01311785;1.3007726
6892;1369371600;290;1.29136;1.2923;1.29121;1.29172;-0.00815966;1.3007726
6891;1369375200;290;1.29173;1.29224;1.29073;1.29205;-0.00860648;1.3007726
6890;1369378800;290;1.29203;1.29357;1.29153;1.29265;-0.00603412;1.3007726
6889;1369382400;290;1.29265;1.29365;1.29186;1.29315;-0.00483316;1.3007726
6888;1369386000;290;1.29316;1.29435;1.29261;1.2937;-0.0058437;1.3007726
6887;1369389600;290;1.29372;1.29431;1.29225;1.29249;-0.00753584;1.3007726
6886;1369393200;290;1.29269;1.29871;1.29252;1.29787;0.00533952;1.3007726
6885;1369396800;290;1.29787;1.29905;1.29552;1.29604;0.00057097;1.3007726
6884;1369400400;290;1.29602;1.29932;1.29564;1.29576;0.00001543;1.3007726
6883;1369404000;290;1.29575;1.29752;1.2957;1.29589;0.00012347;1.3007726
6882;1369407600;290;1.29586;1.29591;1.29132;1.29312;-0.00716098;1.3007726
6881;1369411200;290;1.29317;1.29538;1.29242;1.29538;-0.00225416;1.3007726
6880;1369414800;290;1.29538;1.29583;1.2929;1.29294;-0.0084072;1.3007726
6879;1369418400;290;1.29292;1.29298;1.29106;1.29187;-0.00984619;1.3007726
6878;1369422000;290;1.29183;1.29264;1.2912;1.29193;-0.00867694;1.3007726
6877;1369425600;290;1.29191;1.29269;1.2916;1.29198;-0.00938095;1.3007726
6876;1369429200;290;1.29207;1.2936;1.29191;1.29326;-0.00659573;1.3007726
6875;1369432800;290;1.29327;1.29371;1.293;1.29353;-0.00674124;1.3007726
6874;1369436400;290;1.29346;1.29362;1.29254;1.29326;-0.00963457;1.3007726
6873;1369612800;289;1.29332;1.29389;1.29331;1.29354;-0.00882076;1.30109405
6872;1369616400;289;1.29363;1.29438;1.29355;1.2938;-0.01361107;1.30109405
6871;1369620000;289;1.29382;1.29399;1.29332;1.29358;-0.0143787;1.30109405
6870;1369623600;289;1.2936;1.2936;1.29152;1.29221;-0.01800017;1.30109405
6869;1369627200;289;1.29221;1.29267;1.29179;1.29202;-0.01827371;1.30109405
6868;1369630800;289;1.29203;1.29293;1.29197;1.29271;-0.0175368;1.30109405
6867;1369634400;289;1.29278;1.29278;1.29191;1.29215;-0.01797005;1.30109405
6866;1369638000;289;1.29215;1.29262;1.29202;1.29231;-0.01654402;1.30109405
6865;1369641600;289;1.2923;1.29321;1.29222;1.29319;-0.01582907;1.30109405
6864;1369645200;289;1.29318;1.2939;1.29269;1.2932;-0.01799412;1.30109405
6863;1369648800;289;1.29327;1.29469;1.29318;1.29402;-0.02187756;1.30109405
6862;1369652400;289;1.29401;1.29483;1.2939;1.29418;-0.02167396;1.30109405
6861;1369656000;289;1.29418;1.29485;1.29406;1.2945;-0.02125917;1.30109405
6860;1369659600;289;1.29452;1.29485;1.29418;1.2945;-0.01940518;1.30109405
6859;1369663200;289;1.29448;1.29473;1.29392;1.29413;-0.02091753;1.30109405
6858;1369666800;289;1.2941;1.29437;1.29315;1.29391;-0.02146981;1.30109405
6857;1369670400;289;1.29387;1.29448;1.2933;1.2941;-0.0234835;1.30109405
6856;1369674000;289;1.29408;1.29427;1.29362;1.29379;-0.02418476;1.30109405
6855;1369677600;289;1.29383;1.294;1.29285;1.29353;-0.02561982;1.30109405
6854;1369681200;289;1.29351;1.2936;1.29219;1.29287;-0.02696327;1.30109405
6853;1369684800;289;1.29289;1.29326;1.29235;1.29279;-0.02649309;1.30109405
6852;1369688400;289;1.29279;1.29339;1.29272;1.29336;-0.02027278;1.30109405
6851;1369692000;289;1.29332;1.29373;1.293;1.29342;-0.02216604;1.30109405
6850;1369695600;289;1.29345;1.29378;1.29278;1.29285;-0.02345206;1.30109405
6849;1369699200;288;1.29285;1.29388;1.29246;1.2933;-0.02414753;1.30138045
6848;1369702800;288;1.2933;1.29332;1.29292;1.29307;-0.02499478;1.30138045
6847;1369706400;288;1.29306;1.2935;1.29301;1.29339;-0.02012541;1.30138045
6846;1369710000;288;1.29338;1.29338;1.28873;1.28973;-0.02951781;1.30138045
6845;1369713600;288;1.28973;1.29088;1.2884;1.29032;-0.03303832;1.30138045
6844;1369717200;288;1.29031;1.29064;1.28975;1.29002;-0.03552658;1.30138045
6843;1369720800;288;1.29002;1.29234;1.28995;1.29172;-0.03025423;1.30138045
6842;1369724400;288;1.29172;1.29211;1.29141;1.2916;-0.02750852;1.30138045
6841;1369728000;288;1.29163;1.29291;1.29162;1.29248;-0.02598106;1.30138045
6840;1369731600;288;1.2925;1.29282;1.29009;1.29024;-0.03242808;1.30138045
6839;1369735200;288;1.29028;1.29162;1.28928;1.29032;-0.03314682;1.30138045
6838;1369738800;288;1.29038;1.29138;1.29021;1.2909;-0.03041289;1.30138045
6837;1369742400;288;1.29091;1.29302;1.28953;1.29287;-0.02540859;1.30138045
6836;1369746000;288;1.29285;1.29363;1.29213;1.29293;-0.02581733;1.30138045
6835;1369749600;288;1.29292;1.29496;1.2929;1.29327;-0.02507597;1.30138045
6834;1369753200;288;1.29327;1.29428;1.29255;1.29304;-0.02583833;1.30138045
6833;1369756800;288;1.29305;1.29315;1.29075;1.29124;-0.03127227;1.30138045
6832;1369760400;288;1.29085;1.29125;1.28552;1.28556;-0.04686674;1.30138045
6831;1369764000;288;1.28554;1.28784;1.28523;1.28696;-0.04599988;1.30138045
6830;1369767600;288;1.28699;1.28731;1.28611;1.2865;-0.04656044;1.30138045
6829;1369771200;288;1.28651;1.28682;1.28551;1.2864;-0.04619092;1.30138045
6828;1369774800;288;1.28642;1.28791;1.2864;1.28748;-0.04519682;1.30138045
6827;1369778400;288;1.28748;1.28787;1.28616;1.28623;-0.04556728;1.30138045
6826;1369782000;288;1.2862;1.2862;1.28495;1.28543;-0.04548672;1.30138045
6825;1369785600;287;1.28529;1.28576;1.285;1.28521;-0.0424133;1.30164115
6824;1369789200;287;1.28523;1.28549;1.28493;1.28542;-0.04446796;1.30164115
6823;1369792800;287;1.28542;1.28557;1.28415;1.28445;-0.04760793;1.30164115
6822;1369796400;287;1.28444;1.28582;1.2842;1.28537;-0.04590118;1.30164115
6821;1369800000;287;1.28547;1.28587;1.28486;1.28538;-0.04457048;1.30164115
6820;1369803600;287;1.28532;1.28606;1.28518;1.28601;-0.04143825;1.30164115
6819;1369807200;287;1.28601;1.28642;1.28536;1.28555;-0.04415231;1.30164115
6818;1369810800;287;1.28555;1.28573;1.28497;1.28511;-0.04291461;1.30164115
6817;1369814400;287;1.28511;1.28546;1.28378;1.28479;-0.04502681;1.30164115
6816;1369818000;287;1.28484;1.28654;1.28467;1.28554;-0.04710861;1.30164115
6815;1369821600;287;1.28554;1.28777;1.28535;1.28622;-0.04706815;1.30164115
6814;1369825200;287;1.28623;1.28913;1.2862;1.28899;-0.04280095;1.30164115
6813;1369828800;287;1.28898;1.28968;1.28813;1.28917;-0.04269414;1.30164115
6812;1369832400;287;1.28917;1.2941;1.2883;1.2933;-0.03109874;1.30164115
6811;1369836000;287;1.29328;1.29774;1.29328;1.29407;-0.0302843;1.30164115
6810;1369839600;287;1.29407;1.29624;1.29325;1.29452;-0.02992615;1.30164115
6809;1369843200;287;1.29457;1.29545;1.29261;1.2948;-0.03151066;1.30164115
6808;1369846800;287;1.29481;1.29681;1.29352;1.29656;-0.0266243;1.30164115
6807;1369850400;287;1.29657;1.29693;1.29374;1.29433;-0.03072632;1.30164115
